3.556074E-4,0.981138473
0.0064301391,0.9185217235
0.0091366688,0.9018273795
0.0096573496,0.8988429411
0.0099784197,0.8970308931
0.0107778336,0.8926036594
0.0116816063,0.8877270886
0.0128683452,0.8814995256
0.0141327011,0.8750482925
0.0143068967,0.8741724532
0.0153483399,0.8689943461
0.017053711,0.8607043403
0.0175344871,0.8584042124
0.0198037163,0.8477330068
0.0202974665,0.8454473371
0.0215018774,0.8399199344
0.0224118827,0.8357858922
0.0225142106,0.8353231873
0.0227053361,0.834460097
0.023195636,0.8322526674
0.0254135798,0.8223815507
0.0258458064,0.8204788343
0.0262662654,0.8186342762
0.026503558,0.8175960166
0.0269069841,0.8158353717
0.0297674992,0.8035134265
0.0301836989,0.8017443297
0.0305296931,0.8002782929
0.0320680775,0.7938117197
0.0332574191,0.7888718023
0.0344325575,0.7840437769
0.0375036794,0.7716907923
0.041781592,0.7551978412
0.0437319122,0.747991475
0.0450253475,0.743331624
0.0480227605,0.7329288973
0.0490264087,0.7295774426
0.0509941463,0.7232118873
0.0520138186,0.7200248592
0.0548422347,0.7116069183
0.0549807337,0.7112112661
0.0586683163,0.701278258
0.0598532005,0.6983423927
0.0608835727,0.6958947984
0.0613933597,0.6947207334
0.0647023437,0.6877110775
0.0671436157,0.6832406132
0.0676548746,0.6823819064
0.0687335562,0.6806595643
0.0690300965,0.6802074678
0.0719773117,0.6762219633
0.0728875441,0.6751793644
0.0732364471,0.6748034735
0.073837978,0.6741864037
0.0742215332,0.6738134542
0.0762090398,0.6721374295
0.0766011447,0.6718576424
0.0770485469,0.6715588866
0.0774273984,0.6713229792
0.0799846997,0.6701394109
0.0801524418,0.6700865978
0.0804359408,0.6700042596
0.0814211472,0.6697855776
0.0816908262,0.6697439295
0.2003811045,0.5499614639
0.2042545974,0.5208347687
0.2060618135,0.5070545512
0.2067652829,0.5016701953
0.2082324576,0.4904182206
0.2106133311,0.4721433877
0.2156715366,0.4336506749
0.2158193744,0.432539441
0.216671689,0.4261544874
0.2192092469,0.407399092
0.2268143566,0.3544914153
0.2293200719,0.3385237273
0.2293724132,0.3381994876
0.2322646184,0.3209262765
0.2334122828,0.3144425877
0.2362451566,0.299420056
0.2370465832,0.2954375624
0.2373547984,0.2939386609
0.2378992687,0.2913359166
0.2404573254,0.2799030828
0.2411490497,0.2770443042
0.2425730674,0.2714828065
0.243015382,0.2698457218
0.2439830416,0.2664165644
0.2447207531,0.2639447247
0.2449517244,0.2631964526
0.2458778269,0.2603203767
0.2475759375,0.2555715859
0.2486844706,0.2528451466
0.2493371796,0.2513801353
0.2493457504,0.2513615955
0.2494104516,0.2512222219
0.2494378405,0.2511635346
0.2498807861,0.2502401945
0.2500901454,0.2498207203
0.2505251969,0.2489839818
0.2515422375,0.2472130838
0.2535325365,0.2445069822
0.2535639434,0.244472413
0.2551936932,0.2430287561
0.2558056653,0.2426650537
0.2559100389,0.2426127938
0.2564216354,0.242397911
0.2570180981,0.2422341244
0.2575110364,0.2421694194
0.4100040285,0.232936869
0.4113085988,0.2155954751
0.4135524922,0.1861154077
0.4151431065,0.1655519011
0.4157214432,0.1581556824
0.4169632344,0.1424362181
0.4186814505,0.1210872954
0.4195212911,0.1108388954
0.4212266622,0.090443955
0.4220793477,0.080470297
0.4263427755,0.0331354455
0.4299046629,-0.0027129362
0.4300707096,-0.004292968
0.4314588888,-0.017165575
0.4332164032,-0.0325699452
0.4332559566,-0.0329047785
0.4339001649,-0.038283118
0.4346628819,-0.0444655343
0.4387398436,-0.0739478443
0.4393888542,-0.0780639924
0.4399857443,-0.0817045878
0.4411810648,-0.0885713055
0.441556108,-0.0906078198
0.4417812955,-0.091803262
0.4424415629,-0.0951893336
0.4433964865,-0.0997694912
0.4434666353,-0.10009105
0.4447257997,-0.1055125495
0.4451018576,-0.1070020186
0.4461342828,-0.1107811704
0.4468862824,-0.1132454372
0.4470858412,-0.113858285
0.4485125998,-0.1177338558
0.4502179709,-0.1211902547
0.4508104132,-0.1220884801
0.4524547621,-0.1237575671
0.452803217,-0.1239550242
0.4531242504,-0.1240884232
0.4531581815,-0.1240998012
0.45319617,-0.1241119223
0.4536287131,-0.1242039021
0.6199587998,-0.1511277725
0.6252210187,-0.2358662376
0.6256415168,-0.2421959227
0.6292819366,-0.2938998386
0.6299394401,-0.3026135805
0.6309873077,-0.3160829787
0.631048751,-0.3168565668
0.6318399933,-0.3266552094
0.6321276444,-0.3301415343
0.6336971764,-0.3484346386
0.6344388464,-0.3566405571
0.636103421,-0.3740014404
0.636970575,-0.382452955
0.6387380999,-0.398386782
0.6395141632,-0.4048233927
0.6407627079,-0.4144471837
0.6420722199,-0.4235551138
0.6429249054,-0.4289345559
0.6446302765,-0.4383682882
0.6464264773,-0.4463636359
0.6471883332,-0.449145331
0.6490769649,-0.4544572142
0.651451761,-0.4578999436
0.6523044465,-0.4582494224
0.8244611317,-0.4810280805
0.8252764784,-0.4970524946
0.8256108952,-0.5035222955
0.8263781215,-0.5181343938
0.8271049845,-0.5316743727
0.8286341178,-0.5591619086
0.8286675882,-0.5597480764
0.8288103556,-0.5622407796
0.8371853783,-0.6852324055
0.8398952677,-0.7143875855
0.841249875,-0.7268611987
0.8416006388,-0.729858153
0.8438789555,-0.7469530783
0.8462369389,-0.7602417031
0.8464098786,-0.7610374021
0.8467297492,-0.7624442189
0.8479958367,-0.7671824333
0.8484221232,-0.7684782767
0.8498940763,-0.7717863694
0.8498956098,-0.7717888699
1.669867E-4,0.9870767898
0.0045677159,0.9317619051
0.0130583286,0.8805189165
0.0136429688,0.877526811
0.0279624818,0.8112557002
0.0334145865,0.7882229944
0.0341096686,0.7853650013
0.0349601076,0.7818940097
0.0355824439,0.7793724529
0.0360432832,0.7775155381
0.041426647,0.756531547
0.0447799423,0.7442081408
0.0453463382,0.742190623
1.0E-10,0.9999894843
2.103152E-4,0.9854977511
6.297138E-4,0.9749059012
0.0011612996,0.9659221532
0.001772335,0.9579008909
0.0024447099,0.9505559926
0.0031687919,0.9437079768
0.00393801,0.9372464341
0.0047489797,0.9310871584
0.0055918795,0.9252211292
0.0073740671,0.9141276114
0.0082978126,0.9089076698
0.1095345919,0.6690398938
0.1105412889,0.6675224987
0.1115502884,0.6660085504
0.112558622,0.6645024262
0.113569224,0.6629996676
0.114570372,0.6615175455
0.1155736397,0.6600387673
0.1165790942,0.6585631915
0.1175826917,0.657096673
0.1185884398,0.6556332772
0.1195925525,0.6541784384
0.1205987817,0.652726647
0.1216048952,0.6512810657
0.1226117877,0.6498403398
0.1236138187,0.6484124309
0.1246178887,0.64698741
0.1256223393,0.6455675814
0.1266288059,0.6441505854
0.1276331204,0.6427422214
0.1286375304,0.6413392544
0.1296439087,0.6399390208
0.1306492659,0.6385456241
0.1316565646,0.6371549028
0.1326627997,0.6357709516
0.1336661888,0.6343961312
0.1346714681,0.6330238861
0.1356757096,0.6316581621
0.1366794375,0.6302981775
0.1376834503,0.6289427937
0.1386893002,0.6275898763
0.1396927198,0.6262451073
0.1406979479,0.6249027488
0.1417017801,0.6235670311
0.1427051064,0.6222367059
0.1437102024,0.620908715
0.1447137172,0.6195874381
0.1457167842,0.6182713212
