0.0003556074,0.9811384730
0.0064301391,0.9185217235
0.0091366688,0.9018273795
0.0096573496,0.8988429411
0.0099784197,0.8970308931
0.0107778336,0.8926036594
0.0116816063,0.8877270886
0.0128683452,0.8814995256
0.0141327011,0.8750482925
0.0143068967,0.8741724532
0.0153483399,0.8689943461
0.0170537110,0.8607043403
0.0175344871,0.8584042124
0.0198037163,0.8477330068
0.0202974665,0.8454473371
0.0215018774,0.8399199344
0.0224118827,0.8357858922
0.0225142106,0.8353231873
0.0227053361,0.8344600970
0.0231956360,0.8322526674
0.0254135798,0.8223815507
0.0258458064,0.8204788343
0.0262662654,0.8186342762
0.0265035580,0.8175960166
0.0269069841,0.8158353717
0.0297674992,0.8035134265
0.0301836989,0.8017443297
0.0305296931,0.8002782929
0.0320680775,0.7938117197
0.0332574191,0.7888718023
0.0344325575,0.7840437769
0.0375036794,0.7716907923
0.0417815920,0.7551978412
0.0437319122,0.7479914750
0.0450253475,0.7433316240
0.0480227605,0.7329288973
0.0490264087,0.7295774426
0.0509941463,0.7232118873
0.0520138186,0.7200248592
0.0548422347,0.7116069183
0.0549807337,0.7112112661
0.0586683163,0.7012782580
0.0598532005,0.6983423927
0.0608835727,0.6958947984
0.0613933597,0.6947207334
0.0647023437,0.6877110775
0.0671436157,0.6832406132
0.0676548746,0.6823819064
0.0687335562,0.6806595643
0.0690300965,0.6802074678
0.0719773117,0.6762219633
0.0728875441,0.6751793644
0.0732364471,0.6748034735
0.0738379780,0.6741864037
0.0742215332,0.6738134542
0.0762090398,0.6721374295
0.0766011447,0.6718576424
0.0770485469,0.6715588866
0.0774273984,0.6713229792
0.0799846997,0.6701394109
0.0801524418,0.6700865978
0.0804359408,0.6700042596
0.0814211472,0.6697855776
0.0816908262,0.6697439295
0.1840130923,0.6596151795
0.1862571443,0.6463652113
0.1865781222,0.6444151024
0.1877572846,0.6371374939
0.1896479177,0.6251099884
0.1901596799,0.6217815704
0.1907437681,0.6179463286
0.1959506900,0.5821970824
0.1963512801,0.5793426559
0.1974781249,0.5712441366
0.1978230478,0.5687457361
0.1983417599,0.5649722025
0.1990311925,0.5599276545
0.2003811045,0.5499614639
0.2042545974,0.5208347687
0.2060618135,0.5070545512
0.2067652829,0.5016701953
0.2082324576,0.4904182206
0.2106133311,0.4721433877
0.2156715366,0.4336506749
0.2158193744,0.4325394410
0.2166716890,0.4261544874
0.2192092469,0.4073990920
0.2268143566,0.3544914153
0.2293200719,0.3385237273
0.2293724132,0.3381994876
0.2322646184,0.3209262765
0.2334122828,0.3144425877
0.2362451566,0.2994200560
0.2370465832,0.2954375624
0.2373547984,0.2939386609
0.2378992687,0.2913359166
0.2404573254,0.2799030828
0.2411490497,0.2770443042
0.2425730674,0.2714828065
0.2430153820,0.2698457218
0.2439830416,0.2664165644
0.2447207531,0.2639447247
0.2449517244,0.2631964526
0.2458778269,0.2603203767
0.2475759375,0.2555715859
0.2486844706,0.2528451466
0.2493371796,0.2513801353
0.2493457504,0.2513615955
0.2494104516,0.2512222219
0.2494378405,0.2511635346
0.2498807861,0.2502401945
0.2500901454,0.2498207203
0.2505251969,0.2489839818
0.2515422375,0.2472130838
0.2535325365,0.2445069822
0.2535639434,0.2444724130
0.2551936932,0.2430287561
0.2558056653,0.2426650537
0.2559100389,0.2426127938
0.2564216354,0.2423979110
0.2570180981,0.2422341244
0.2575110364,0.2421694194
0.4100040285,0.2329368690
0.4113085988,0.2155954751
0.4135524922,0.1861154077
0.4151431065,0.1655519011
0.4157214432,0.1581556824
0.4169632344,0.1424362181
0.4186814505,0.1210872954
0.4195212911,0.1108388954
0.4212266622,0.0904439550
0.4220793477,0.0804702970
0.4263427755,0.0331354455
0.4299046629,-0.0027129362
0.4300707096,-0.0042929680
0.4314588888,-0.0171655750
0.4332164032,-0.0325699452
0.4332559566,-0.0329047785
0.4339001649,-0.0382831180
0.4346628819,-0.0444655343
0.4387398436,-0.0739478443
0.4393888542,-0.0780639924
0.4399857443,-0.0817045878
0.4411810648,-0.0885713055
0.4415561080,-0.0906078198
0.4417812955,-0.0918032620
0.4424415629,-0.0951893336
0.4433964865,-0.0997694912
0.4434666353,-0.1000910500
0.4447257997,-0.1055125495
0.4451018576,-0.1070020186
0.4461342828,-0.1107811704
0.4468862824,-0.1132454372
0.4470858412,-0.1138582850
0.4485125998,-0.1177338558
0.4502179709,-0.1211902547
0.4508104132,-0.1220884801
0.4524547621,-0.1237575671
0.4528032170,-0.1239550242
0.4531242504,-0.1240884232
0.4531581815,-0.1240998012
0.4531961700,-0.1241119223
0.4536287131,-0.1242039021
0.6199587998,-0.1511277725
0.6252210187,-0.2358662376
0.6256415168,-0.2421959227
0.6292819366,-0.2938998386
0.6299394401,-0.3026135805
0.6309873077,-0.3160829787
0.6310487510,-0.3168565668
0.6318399933,-0.3266552094
0.6321276444,-0.3301415343
0.6336971764,-0.3484346386
0.6344388464,-0.3566405571
0.6361034210,-0.3740014404
0.6369705750,-0.3824529550
0.6387380999,-0.3983867820
0.6395141632,-0.4048233927
0.6407627079,-0.4144471837
0.6420722199,-0.4235551138
0.6429249054,-0.4289345559
0.6446302765,-0.4383682882
0.6464264773,-0.4463636359
0.6471883332,-0.4491453310
0.6490769649,-0.4544572142
0.6514517610,-0.4578999436
0.6523044465,-0.4582494224
0.8244611317,-0.4810280805
0.8252764784,-0.4970524946
0.8256108952,-0.5035222955
0.8263781215,-0.5181343938
0.8271049845,-0.5316743727
0.8286341178,-0.5591619086
0.8286675882,-0.5597480764
0.8288103556,-0.5622407796
0.8371853783,-0.6852324055
0.8398952677,-0.7143875855
0.8412498750,-0.7268611987
0.8416006388,-0.7298581530
0.8438789555,-0.7469530783
0.8462369389,-0.7602417031
0.8464098786,-0.7610374021
0.8467297492,-0.7624442189
0.8479958367,-0.7671824333
0.8484221232,-0.7684782767
0.8498940763,-0.7717863694
0.8498956098,-0.7717888699
